Region, District No, District, School No, NCES School Number, School, Email, Title, Status, School Type, Address, Address2, Address3, Address4, City, State, Zipcode, Zip+4, Phone1, Phone2, Fax, Grade Levels, Categories
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,65,4.70E+11,Oliver Springs High School,jdnivens@roaneschools.com,Principal: Justin Nevins,A,Public,419 Kingston AVE,,,,Oliver Springs,TN,37840,,(865) 435-7216,,(865) 435-6774,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,77,4.70E+11,Ridge View Elementary,ckamikawa@roaneschools.com,Principal: Christy Kamikawa,A,Public,625  Pumphouse  RD,,,,Rockwood,TN,37854,,(865) 354-2111,,(865) 354-5150,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,80,4.70E+11,Roane County High School,kmillsaps@roaneschools.com,Principal: Kent Millsaps,A,Public,540 W. Cumberland ST,,,,Kingston,TN,37763,,(865) 376-6534,,(865) 376-8530,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,81,4.70E+11,Midtown Educational Center,cbjohnson@roaneschools.com,Principal: Chris Johnson,A,Public,3096 Roane State HWY,,,,Harriman,TN,37748,,(865) 882-0242,,(865) 882-7734,"6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,85,4.70E+11,Rockwood High School,lhmalicoat@roaneschools.com,Principal: Leanne Malicoat,A,Public,512  West  Rockwood ST,,,,Rockwood,TN,37854,,(865) 354-0882,,(865) 354-5170,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,90,4.70E+11,Rockwood Middle School,clowery@roaneschools.com,Principal: Chasity Lowery,A,Public,434  West  Rockwood ST,,,,Rockwood,TN,37854,,(865) 354-0931,,(865) 354-5161,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,25,4.70E+11,Huntsville Middle School,donna.goodman@scottcounty.net,Principal: Donna Goodman,A,Public,3101 Baker HWY,,,,Huntsville,TN,37756,,(423) 663-2192,,(423) 663-2967,"5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,5,4.70E+11,Burchfield Elementary,tonja.crabtree@scottcounty.net,Principal: Tonja Crabtree,A,Public,1112  West  3rd ST,,,,Oneida,TN,37841,,(423) 569-4935,,(423) 569-1756,"PK,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,8,4.70E+11,Fairview Elementary,Scott.cash@scottcounty.net,Principal: Scott Cash,A,Public,8702 Baker HWY,,,,Huntsville,TN,37756,,(423) 663-3700,,(423) 663-4447,"PK,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,20,4.70E+11,Huntsville Elementary,lisa.hamilton@scottcounty.net,Principal: Lisa Hamilton,A,Public,3221  Baker  HWY,,,,Huntsville,TN,37756,,(423) 663-2520,,(423) 663-2971,"PK,K,1,2,3,4",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,40,4.70E+11,Robbins Elementary,keith.shannon@scottcounty.net,Principal: Keith Shannon,A,Public,355 School House RD,,,,Robbins,TN,37852,,(423) 627-4354,,(423) 627-2200,"PK,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,48,4.70E+11,Scott High School,melissa.rector@scottcounty.net,Principal: Melissa Rector,A,Public,400 Scott High DR,,,,Huntsville,TN,37756,,(423) 663-2801,,(423) 663-2368,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,760,SCOTT COUNTY,55,4.70E+11,Winfield Elementary,sharon.stanley@scottcounty.net,Principal: Sharon Stanley,A,Public,23366 Scott HWY,,,,Winfield,TN,37892,,(423) 569-8288,,(423) 569-9835,"PK,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,761,ONEIDA,5,4.70E+11,Oneida Elementary,rharper@oneidaschools.org,Principal: Rick Harper,A,Public,330  Claude  Terry DR,,,,Oneida,TN,37841,,(423) 569-8340,,(423) 569-2406,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,761,ONEIDA,8,4.70E+11,Oneida Middle School,kposey@oneidaschools.org,Principal: Kelly Posey,A,Public,376  N  Main ST,,,,Oneida,TN,37841,,(423) 569-2468,,(423) 569-5977,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,761,ONEIDA,10,4.70E+11,Oneida High School,kbyrd@oneidaschools.org,Principal: Kevin Byrd,A,Public,372 North Main ,,,,Oneida,TN,37841,,(423) 569-8818,,(423) 569-1681,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,5,4.70E+11,Big Ridge Elementary,turnerk@ucps.org,Principal: Kim Turner,A,Public,3420  Hickory  Val RD,,,,Maynardville,TN,37807,,(865) 992-8687,,(865) 992-8647,"N,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,25,4.70E+11,H Maynard Middle School,rachel.hodges@ucps.org,Principal: Rachel Hodges,A,Public,435 Main ST,,,,Maynardville,TN,37807,,(865) 992-1030,,(865) 992-1060,"N,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,35,4.70E+11,Luttrell Elementary,saylors@ucps.org,Principal: Mr. Stacy Smith,A,Public,241  Tazewell  PIKE,,,,Luttrell,TN,37779,,(865) 992-3441,,(865) 992-9154,"N,PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,40,4.70E+11,Maynardville Elementary,carterl@ucps.org,Principal: Lisa Carter,A,Public,615 Main ST,,,,Maynardville,TN,37807,,(865) 992-8391,,(865) 992-8392,"N,PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,45,4.70E+11,Sharps Chapel Elementary,flatfordr@ucps.org ,Principal: Roger Flatford,A,Public,1550 Sharps Chapel RD,,,,Sharps Chapel,TN,37866,,(865) 278-3294,,(865) 278-3993,"N,PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,55,4.70E+11,Union County High School,murphyc@ucps.org,Principal: Carmen Murphy,A,Public,150 Main ST,,,,Maynardville,TN,37807,,(865) 992-5232,,(865) 992-5724,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,50,BLOUNT COUNTY,23,4.70E+11,Carpenters Middle School,Jordan.Ridenour@blountk12.org,Principal: Jordan Ridenour,A,Public,920 Huffstetler RD,,,,Maryville,TN,37803,,(865) 980-1414,,(865) 980-1404,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,130,CLAIBORNE COUNTY,140,4.70E+11,The Alpha School,teresa.fuson@claibornecsd.org,Principal: Teresa Fuson,A,Public,910 Alpha DR,,,,New Tazewell,TN,37825,,(423) 626-3323,,(423) 626-3634,PK,
EAST TENNESSEE CORE REGIONAL OFFICE,10,ANDERSON COUNTY,2,4.70E+11,Anderson County High School,bdowns@acs.ac,Principal: Ben Downs,A,Public,130 Maverick CIR,,,,Clinton,TN,37716,,(865) 457-4716,,(865) 457-3398,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,12,4.70E+11,Bearden Elementary,Susan.Dunlap@knoxschools.org,Principal: Susan Dunlap,A,Public,5717  Kingston  PIKE,,,,Knoxville,TN,37919,,(865) 909-9000,,(865) 909-9007,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,14,4.70E+11,Bearden Middle School,michael.toth@knoxschools.org,Principal: Michael Toth,A,Public,1000  Francis  RD,,,,Knoxville,TN,37909,,(865) 539-7839,,(865) 539-7851,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,117,4.70E+11,Gresham Middle School,melissa.glover@knoxschools.org,Principal: Melissa Glover,A,Public,500  Gresham  RD,,,,Knoxville,TN,37918,,(865) 689-1430,,(865) 689-7437,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,34,4.70E+11,Northview Intermediate School,karenstrange@sevier.org,Principal: Karen Strange,A,Public,3295  Douglas  Dam RD,,,,Kodak,TN,37764,,(865) 933-7985,,(865) 933-7387,"4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,187,4.70E+11,Northwest Middle School,joann.bost@knoxschools.org,Principal: Joann Bost,A,Public,5301 Pleasant Ridge RD,,,,Knoxville,TN,37912,,(865) 594-1345,,(865) 594-1339,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,11,CLINTON,15,4.70E+11,South Clinton Elementary,bonesteell@clintonschools.org,Principal: Leighann Bonesteel,A,Public,242  Hiway  DR,,,,Clinton,TN,37716,,(865) 457-2684,,(865) 457-1089,"K,1,2,3,4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,964,TENNESSEE SCHOOLS FOR THE DEAF,5,4.70E+11,Tennessee School For Deaf Elementary School,j.mcmahon@tsdeaf.org,Principal: Jessica McMahon,A,State Special School,2725  Island  Home BLVD,,,,Knoxville,TN,37920,,(865) 579-2500,,,"PK,K,1,2,3,4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,964,TENNESSEE SCHOOLS FOR THE DEAF,10,4.70E+11,Tennessee School for the Deaf Upper School,j.mcmahon@tsdeaf.org,Principal: Jessica McMahon,A,State Special School,2725  Island  Home BLVD,,,,Knoxville,TN,37920,,(865) 579-2500,,,"7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,295,4.70E+11,Vine Middle/Magnet,desiree.jones@knoxschools.org,Principal: Desiree Jones,A,Public,1807 Martin Luther King Jr AVE,,,,Knoxville,TN,37915,,(865) 594-4461,,(865) 594-1702,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,70,CAMPBELL COUNTY,150,4.70E+11,Wynn Habersham Elementary,Danny.Sheckles@ccpstn.net,Principal: Danny Sheckles,A,Public,174  Habersham  RD,,,,Duff,TN,37729,,(423) 784-9482,,(423) 784-9380,"K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,10,ANDERSON COUNTY,10,4.70E+11,Briceville Elementary,thutcheson@acs.ac,Principal: Travis Hutcheson,A,Public,103 Slatestone RD,,,,Briceville,TN,37710,,(865) 426-2289,,(865) 426-6451,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,52,MARYVILLE,18,4.70E+11,Montgomery Ridge Intermediate School,kevin.myers@maryville-schools.org,Principal: D. Kevin Myers,A,Public,835 Montgomery LN,,,,Maryville,TN,37803,,(865) 980-0590,,(865) 980-0589,"N,4,5,6,7",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,124,4.70E+11,Hardin Valley Elementary,lynn.jacomen@knoxschools.org,Principal: Lynn Jacomen,A,Public,11445 Hardin Valley RD,,,,Knoxville,TN,37932,,(865) 470-2088,,(865) 560-1480,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,53,4.70E+11,Union County Alternative Center,pricev@ucps.org,Principal: Victor Price,A,Public,115 Wilson LN,P. O. Box 607,,,Maynardville,TN,37807,,(865) 992-7747,,(865) 992-1767,"6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,170,4.70E+11,Mt Olive Elementary,michelle.harper@knoxschools.org,Principal: Michelle Harper,A,Public,2507 Maryville Pike S W ,,,,Knoxville,TN,37920,,(865) 579-2170,,(865) 579-2175,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,172,4.70E+11,Mooreland Heights Elementary,brandi.self@knoxschools.org,Principal: Brandi Self,A,Public,5315  Magazine  RD,,,,Knoxville,TN,37920,,(865) 579-2105,,(865) 579-2189,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,175,4.70E+11,New Hopewell Elementary,brandon.pratt@knoxschools.org,Principal: Brandon Pratt,A,Public,757  Kimberlin  Hgts RD,,,,Knoxville,TN,37920,,(865) 579-2194,,(865) 579-2113,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,177,4.70E+11,Norwood Elementary,robyn.ellis@knoxschools.org,Principal: Robyn Ellis,A,Public,1909 Merchant DR,,,,Knoxville,TN,37912,,(865) 689-1460,,(865) 689-9140,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,180,4.70E+11,Powell Elementary,karen.frost@knoxschools.org,Principal: Karen Frost,A,Public,1711  Spring  ST,,,,Powell,TN,37849,,(865) 938-2048,,(865) 947-1805,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,182,4.70E+11,Powell Middle School,beth.ingram@knoxschools.org,Principal: Beth Ingram,A,Public,3329 West Emory RD,,,,Powell,TN,37849,,(865) 938-9008,,(865) 947-4357,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,185,4.70E+11,Powell High School,chad.smith1@knoxschools.org,Principal: Chadwick Smith,A,Public,2136 West Emory RD,,,,Powell,TN,37849,,(865) 938-2171,,(865) 947-2805,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,195,4.70E+11,Ritta Elementary,shawnda.ernst@knoxschools.org,Principal: Shawnda Ernst,A,Public,6228  Washington  PIKE,,,,Knoxville,TN,37918,,(865) 689-1496,,(865) 689-0501,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,202,4.70E+11,Pleasant Ridge Elementary,jennifer.morrell@knoxschools.org,Principal: Jennifer Morrell,A,Public,3013  Walnoaks  RD,,,,Knoxville,TN,37921,,(865) 594-1354,,(865) 594-1355,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,207,4.70E+11,Pond Gap Elementary,taiesha.young@knoxschools.org,Principal: Taiesha Young,A,Public,4530 Papermill DR,,,,Knoxville,TN,37909,,(865) 909-9040,,(865) 909-9012,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,210,4.70E+11,Sunnyview Primary,sydney.upton@knoxschools.org,Principal: Sydney Upton,A,Public,412  Bagwell  RD,,,,Knoxville,TN,37924,,(865) 594-1173,,(865) 594-1173,"PK,K,1,2",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,212,4.70E+11,Ridgedale Alternative School,rebecca.bitner@knoxschools.org,Principal: Rebecca Bitner,A,Public,4600  Ridgedale  RD,,,,Knoxville,TN,37921,,(865) 909-9099,,(865) 909-9098,"6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,225,4.70E+11,Ft Sanders Education Development Center,shelli.eberle@knoxschools.org,Principal: Shelli Eberle,A,Public,501 S Twenty-First ST,,,,Knoxville,TN,37916,,(865) 594-5035,,(865) 594-5038,"N,PK",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,235,4.70E+11,Rocky Hill Elementary,tina.holt@knoxschools.org,Principal: Tina Holt,A,Public,1200  Morrell  RD,,,,Knoxville,TN,37919,,(865) 539-7844,,(865) 470-2126,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,245,4.70E+11,Sam E. Hill Primary School,wendy.laman@knoxschools.org,Principal: Wendy Jo Laman,A,Public,1725  Delaware  AVE,,,,Knoxville,TN,37921,,(865) 594-3632,,(865) 594-3847,"PK,K,1",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,250,4.70E+11,Sarah Moore Greene Magnet Technology Academy,robin.curry@knoxschools.org,Principal: Robin Curry,A,Public,3001  Brooks  RD,,,,Knoxville,TN,37914,,(865) 594-1328,,(865) 594-3847,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,255,4.70E+11,Sequoyah Elementary,shay.siler@knoxschools.org,Principal: Shay Siler,A,Public,942  Southgate  RD,,,,Knoxville,TN,37919,,(865) 594-1360,,(865) 594-1137,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,260,4.70E+11,Shannondale Elementary,renee.rupeka@knoxschools.org,Principal: Renee Rupeka,A,Public,5316  Shannondale  RD,,,,Knoxville,TN,37918,,(865) 689-1465,,(865) 689-9158,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,265,4.70E+11,South Knox Elementary,tanna.nicely@knoxschools.org,Principal: Tanna Nicely,A,Public,801  Sevier  AVE,,,,Knoxville,TN,37920,,(865) 579-2100,,(865) 579-2199,"P4,P3,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,280,4.70E+11,Spring Hill Elementary,tiffany.watkins@knoxschools.org,Principal: Tiffany Watkins,A,Public,4711  Mildred  DR,,,,Knoxville,TN,37914,,(865) 594-1365,,(865) 594-1370,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,285,4.70E+11,Sterchi Elementary,jessica.stafford@knoxschools.org,Principal: Jessica Stafford,A,Public,900  Oaklett  DR,,,,Knoxville,TN,37912,,(865) 689-1470,,(865) 689-1471,"K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,300,4.70E+11,West Haven Elementary,carl.whipple@knoxschools.org,Principal: Carl Whipple,A,Public,3620  Sisk  RD,,,,Knoxville,TN,37921,,(865) 594-4467,,(865) 594-3743,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,305,4.70E+11,West High School,ashley.speas@knoxschools.org,Principal: Ashley Speas,A,Public,3300 Sutherland AVE,,,,Knoxville,TN,37919,,(865) 594-4477,,(865) 594-4486,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,310,4.70E+11,West Hills Elementary,kristen.jackson@knoxschools.org,Principal: Kristen Jackson,A,Public,409  Vanosdale  RD,,,,Knoxville,TN,37919,,(865) 539-7850,,(865) 539-7876,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,313,4.70E+11,West Valley Middle School,david.claxton@knoxschools.org,Principal: David Claxton,A,Public,9118 George Williams RD,,,,Knoxville,TN,37922,,(865) 539-5145,,(865) 539-5155,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,315,4.70E+11,West View Elementary,amy.brace@knoxschools.org,Principal: Amy Brace,A,Public,1714  Mingle  AVE,,,,Knoxville,TN,37921,,(865) 594-4471,,(865) 594-1669,"PK,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,320,4.70E+11,Whittle Springs Middle School,daniel.champion@knoxschools.org,Principal: Daniel Champion,A,Public,2700 White Oak LN,,,,Knoxville,TN,37917,,(865) 594-4474,,(865) 594-1132,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,15,4.70E+11,Eaton Elementary,talleya@loudoncounty.org,Principal: Ashley Talley,A,Public,423  Hickory  Creek RD,,,,Lenoir City,TN,37771,,(865) 986-2420,,(865) 988-5550,"PK,K,1,2,3,4",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,18,4.70E+11,Ft Loudoun Middle School,Harrisb@loudoncounty.org,Principal: Blake Harris,A,Public,1083 Mulberry ST,,,,Loudon,TN,37774,,(865) 458-2026,,(865) 458-6611,"6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,25,4.70E+11,Greenback School,casteelm@loudoncounty.org ,Principal: Michael Casteel,A,Public,6945 Morganton RD,,,,Greenback,TN,37742,,(865) 856-3028,,(865) 856-7348,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,30,4.70E+11,Highland Park Elementary,winsork@loudoncounty.org,Principal: Kathy Winsor,A,Public,4404 Hwy  11 E ,,,,Lenoir City,TN,37772,,(865) 986-2241,,(865) 988-7495,"PK,K,1,2,3,4",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,35,4.70E+11,Loudon Elementary,amburnc@loudoncounty.org,Principal: Christie Amburn,A,Public,2175  Roberts  RD,,,,Loudon,TN,37774,,(865) 458-2001,,(865) 458-1405,"PK,PS,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,40,4.70E+11,Loudon High School,mackintoshs@loudoncounty.org,Principal: Scott Mackintosh,A,Public,1039  Mulberry  ST,,,,Loudon,TN,37774,,(865) 458-4326,,(865) 458-0717,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,48,4.70E+11,North Middle School,loweryj@loudoncounty.org,Principal: Jodi Lowery,A,Public,421 Hickory Creek RD,,,,Lenoir City,TN,37771,,(865) 986-9944,,(865) 988-9089,"5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,50,4.70E+11,Philadelphia Elementary,martincj@loudoncounty.org,Principal: CJ Martin,A,Public,300  Spring  ST,,,,Philadelphia,TN,37846,,(865) 458-6801,,(865) 458-6805,"PK,PS,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,55,4.70E+11,Steekee Elementary,Stapletond@loudoncounty.org,Principal: Donna Stapleton,A,Public,4500 Steekee School RD,,,,Loudon,TN,37774,,(865) 458-3322,,(865) 458-9921,"PK,PS,K,1,2,3,4,5",
EAST TENNESSEE CORE REGIONAL OFFICE,531,LENOIR CITY,5,4.70E+11,Lenoir City High School,bhoglund@lenoircityschools.net,Principal: Brandee Hoglund,A,Public,1485 Old  Hwy 95 ,,,,Lenoir City,TN,37771,,(865) 986-2072,,(865) 988-2054,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,531,LENOIR CITY,10,4.70E+11,Lenoir City Intermediate/Middle School,hrwilliams@lenoircityschools.net,Principal: Holly Williams,A,Public,2141  Harrison  AVE,,,,Lenoir City,TN,37771,,(865) 986-2038,,(865) 988-1964,"4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,531,LENOIR CITY,30,4.70E+11,Lenoir City Elementary,artinker@lenoircityschools.net,Principal: Amanda Tinker,A,Public,203  Kelly  LN,,,,Lenoir City,TN,37771,,(865) 986-2009,,(865) 988-7250,"P4,PK,P3,K,1,2,3",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,3,4.70E+11,Greenbrier Alternative Learning Center,kararoberts@sevier.org,Principal: Kara Roberts,A,Public,2851 Webb Creek RD,,,,Sevierville,TN,37876,,(865) 453-8338,,(865) 453-7875,"6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,15,4.70E+11,Catons Chapel Elementary,amycase@sevier.org,Principal: Dr. Amy Case,A,Public,3135 Catons Chapel RD,,,,Sevierville,TN,37876,,(865) 453-2132,,(865) 453-2693,"PK,K,1,2,3,4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,20,4.70E+11,Gatlinburg Pittman High,garystinnett@sevier.org,Principal: Gary Stinnett,A,Public,150  Proffitt  RD,,,,Gatlinburg,TN,37738,,(865) 436-5637,,(865) 436-2567,"10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,25,4.70E+11,Jones Cove Elementary,chrisogle@sevier.org,Principal: Mrs. Chris Ogle,A,Public,4554  Jones  Cove RD,,,,Cosby,TN,37722,,(865) 453-9325,,(865) 453-2779,"PK,K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,32,4.70E+11,Northview Elementary,hansballew@sevier.org,Principal: Hans Ballew,A,Public,3293  Douglas  Dam RD,,,,Kodak,TN,37764,,(865) 933-2415,,(865) 932-4322,"K,1,2,3",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,35,4.70E+11,New Center Elementary,dustinhuffaker@sevier.org,Principal: Dr. Dustin Huffaker,A,Public,2701 Old  Newport HWY,,,,Sevierville,TN,37876,,(865) 453-2123,,(865) 453-7321,"K,1,2,3,4,5,6,7,8",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,37,4.70E+11,Parkway Academy,jeffmoore@sevier.org,Principal: Dr. Jeff Moore,A,Public,300  Cedar  ST,,,,Sevierville,TN,37862,,(865) 429-3908,,(865) 774-4559,"3,4,5,6,7,8,9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,40,4.70E+11,Pi Beta Phi Elementary,careywoods@sevier.org,Principal: Carey Woods,A,Public,125  Cherokee  Orchard RD,,,,Gatlinburg,TN,37738,,(865) 436-5076,,(865) 436-9494,"K,1,2,3,4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,44,4.70E+11,Pigeon Forge Primary,sharoncoker@sevier.org,Principal: Sharon Coker,A,Public,1766 Waldens  Creek RD,,,,Sevierville,TN,37876,,(865) 428-3016,,(865) 428-3053,"PK,K,1,2,3",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,45,4.70E+11,Pigeon Forge Junior High School,dannyrucker@sevier.org,Principal: Danny Rucker,A,Public,300 Wears  Valley RD,,,,Pigeon Forge,TN,37863,,(865) 453-2401,,(865) 453-0799,"7,8,9",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,46,4.70E+11,Pigeon Forge High School,benclabo@sevier.org,Principal: Dr. Ben Clabo,A,Public,414 Tiger DR,,,,Pigeon Forge,TN,37863,,(865) 774-5790,,(865) 774-5798,"10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,50,4.70E+11,Pittman Center Elementary,carriegumlick@sevier.org,Principal: Carrie Gumlick,A,Public,2455 East PKWY,,,,Gatlinburg,TN,37738,,(865) 436-4515,,(865) 430-3068,"PK,K,1,2,3,4,5,6",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,55,4.70E+11,Sevier County High School,mitchellwhaley@sevier.org,Principal: Mitchell Whaley,A,Public,1200 Dolly Parton PKWY,,,,Sevierville,TN,37862,,(865) 453-5525,,(865) 428-5867,"9,10,11,12",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,60,4.70E+11,Sevierville Primary,jaysonnave@sevier.org,Principal: Dr. Jayson Nave,A,Public,1146 Blanton DR,,,,Sevierville,TN,37862,,(865) 453-2824,,(865) 428-5443,"PK,K,1,2",
EAST TENNESSEE CORE REGIONAL OFFICE,780,SEVIER COUNTY,61,4.70E+11,Sevierville Intermediate,noellesutton@sevier.org,Principal: Noelle Sutton,A,Public,416  High  ST,,,,Sevierville,TN,37862,,(865) 428-8925,,(865) 428-7846,"3,4,5",
